Sex,Age,Height,Team,NOC,Games,Game Type,Year,Date,Season,City,Sport,Event,Medal,Did Medal
F,42,173,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold,1
F,28,173,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver,1
F,36,173,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver,1
M,25,183,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze,1
F,28,155,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Archery,Archery Women's Team,Bronze,1
F,22,183,Norway,NOR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze,1
M,22,193,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,1
F,30,177,France,FRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1
F,29,191,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver,1
M,22,168,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
F,21,191,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze,1
M,28,162,Turkey,TUR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Weightlifting,Weightlifting Men's Bantamweight,Bronze,1
M,36,179,Japan,JPN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1
M,32,181,Switzerland,SUI,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Judo,Judo Men's Middleweight,Bronze,1
M,30,170,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Mixed Multihull,Silver,1
F,20,164,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1
M,24,188,New Zealand,NZL,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Men's Windsurfer,Gold,1
F,23,173,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,1
F,27,166,Sweden,SWE,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Women's Football,Silver,1
M,34,185,Sweden,SWE,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Tennis,Tennis Men's Doubles,Silver,1
M,25,187,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold,1
F,25,170,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,1
F,25,170,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,1
F,29,170,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,1
F,24,183,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold,1
F,28,183,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Women's Basketball,Gold,1
F,32,183,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold,1
M,19,178,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,1
F,18,164,Mexico,MEX,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Archery,Archery Women's Individual,Bronze,1
M,31,177,Turkey,TUR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,1
M,23,178,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold,1
M,22,174,Japan,JPN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver,1
M,22,194,Denmark,DEN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Bronze,1
F,31,180,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver,1
M,28,158,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Boxing,Boxing Men's Light-Flyweight,Bronze,1
F,24,167,Great Britain,GBR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Gold,1
F,28,167,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold,1
F,31,165,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,1
M,26,186,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,1
F,29,170,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold,1
F,30,171,Spain,ESP,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver,1
M,27,178,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold,1
M,29,183,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Bronze,1
M,28,195,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,1
F,19,176,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver,1
M,25,182,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze,1
F,26,165,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Hockey,Hockey Women's Hockey,Gold,1
F,21,174,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Women's Football,Bronze,1
F,33,175,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Gold,1
F,27,170,Switzerland,SUI,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver,1
M,32,178,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Archery,Archery Men's Individual,Bronze,1
F,20,169,South Korea,KOR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Women's Handball,Bronze,1
M,20,171,South Korea,KOR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Men's Football,Bronze,1
M,31,182,Canada,CAN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Silver,1
M,28,193,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,1
M,28,193,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,1
M,22,190,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze,1
M,32,198,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,1
M,33,176,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,1
F,18,181,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,1
F,22,181,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,1
F,20,170,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Bronze,1
F,19,173,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver,1
F,19,173,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,1
F,24,170,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,1
M,21,178,Japan,JPN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold,1
F,24,172,New Zealand,NZL,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver,1
F,34,178,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,1
M,28,161,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Boxing,Boxing Men's Flyweight,Bronze,1
M,27,192,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze,1
M,26,175,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold,1
M,33,176,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Athletics,Athletics Men's Marathon,Gold,1
F,26,181,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Hockey,Hockey Women's Hockey,Bronze,1
M,36,203,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold,1
F,25,180,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,1
F,31,166,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Shooting,Shooting Women's Trap,Gold,1
F,18,139,Romania,ROU,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,1
F,27,178,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,1
F,24,172,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver,1
F,22,185,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver,1
F,26,185,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold,1
F,22,181,Romania,ROU,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze,1
M,23,195,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Handball,Handball Men's Handball,Gold,1
M,23,208,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,1
F,32,192,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze,1
F,29,178,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,1
F,20,171,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Silver,1
M,27,180,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,1
M,32,184,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Volleyball,Volleyball Men's Volleyball,Bronze,1
F,21,168,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold,1
M,24,203,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold,1
M,25,174,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze,1
F,32,175,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Handball,Handball Women's Handball,Bronze,1
M,28,183,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1
M,21,188,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,1
M,25,188,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,1
F,19,171,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,1
F,23,171,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze,1
F,23,171,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,1
F,27,171,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,1
F,21,183,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's High Jump,Silver,1
F,29,166,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze,1
M,38,197,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Men's Handball,Bronze,1
M,23,188,Denmark,DEN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1
M,27,188,Denmark,DEN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1
F,24,169,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Hockey,Hockey Women's Hockey,Bronze,1
M,28,178,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1
F,21,172,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,1
F,21,172,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
F,33,170,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Women's Football,Gold,1
F,29,172,Sweden,SWE,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,1
F,21,173,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze,1
M,23,190,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Men's Football,Bronze,1
M,29,181,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze,1
F,21,170,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
M,21,160,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Gold,1
M,29,192,Italy,ITA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Men's Basketball,Silver,1
F,23,195,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,1
F,27,195,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,1
F,31,195,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Women's Basketball,Bronze,1
F,19,162,Russia,RUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver,1
M,25,190,Italy,ITA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Double Sculls,Silver,1
F,33,184,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver,1
M,20,160,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,1
M,24,160,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,1
M,27,185,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze,1
M,21,183,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Silver,1
M,23,181,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Silver,1
M,27,181,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Cycling,Cycling Men's Sprint,Silver,1
M,27,181,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Cycling,Cycling Men's Team Sprint,Silver,1
M,31,181,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze,1
M,33,190,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Handball,Handball Men's Handball,Silver,1
F,39,175,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver,1
M,26,180,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Bronze,1
F,23,174,France,FRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Silver,1
M,22,182,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,Cycling Men's Sprint,Gold,1
M,22,182,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,Cycling Men's Keirin,Gold,1
F,21,180,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,1
F,25,180,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,1
F,22,173,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold,1
F,22,173,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver,1
F,22,173,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,1
M,34,185,Canada,CAN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1
M,32,198,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,1
M,34,191,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver,1
F,25,175,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,1
F,25,183,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Bronze,1
F,29,183,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Women's Double Sculls,Gold,1
M,32,190,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze,1
F,27,169,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,1
F,27,169,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,1
F,28,168,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,1
M,22,180,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,1
M,45,182,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1
F,21,173,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,1
F,33,182,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,1
M,52,190,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1
M,29,200,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,1
F,35,180,Brazil,BRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,1
F,25,183,New Zealand,NZL,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver,1
F,22,172,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Bronze,1
